Tenth,Twelfth,CGPA,Internships,Projects,Aptitude,Soft skills,Leadership,Extracurricular,Certifications,Backlogs,DSA,Lang,Probability
75.79,67.92,6.98,1,3,75.58,52.18,51.54,100,3,1,100,4,60.9
72.12,77.23,6.34,0,1,70.61,56.09,52.14,68.16,0,1,89.65,1,52.5
76.83,98.9,6.45,0,2,54.43,74.09,71.4,69.81,2,0,20.49,1,56.3
65.08,66.56,8.69,1,1,51.52,62.03,49.75,68.26,1,1,51.84,1,52.8
76.05,74.6,7.32,1,5,51.03,54.05,20.94,78.17,2,0,33.2,2,53.2
76.51,62.61,7.9,3,2,100,66.65,51.42,65.4,2,1,35.24,4,60.4
59.97,73.9,7.15,0,3,87.69,72.36,89.47,64.94,0,0,58.59,2,58.4
84.96,64.42,7.62,2,1,71.03,71.85,64.31,79.69,1,0,71.06,1,60.2
66.19,84.51,7.42,3,2,57.34,100,59.93,58.71,1,1,45.66,3,59.9
75.9,74.62,7.25,0,1,78.43,59.09,76.08,16.46,0,0,50.12,3,54.3
86.64,62.71,8.11,1,2,51.75,73.62,55.99,65.62,2,0,100,2,60.8
84.26,82.25,7.16,0,3,74.88,84.01,15.26,18.74,1,0,69.44,2,55.2
75.34,74.98,9.29,0,0,82.55,91.47,34.69,53.07,0,1,77,1,58.3
71.38,83.48,7.96,2,2,67.59,64.24,50.68,67.08,1,1,56.81,1,57.5
84.48,60.38,5.86,0,2,61,41.02,65.57,66.6,0,2,64.55,1,48.1
81.75,77.06,6.82,3,1,62.27,63.38,88.12,47.9,1,0,42.68,1,58.1
68.82,81.51,7.4,1,1,84.54,73.32,52.5,25.82,1,0,53.44,1,55.4
67.05,68.34,7.04,1,3,69.28,100,87.26,36.73,0,0,17.17,3,56.6
54.28,59.15,7.69,1,2,94.82,47.17,84.24,15.36,1,0,43.55,4,54
76.54,72.54,7.8,1,0,42.59,67.18,52.44,31.73,1,2,92.76,4,54.1
74.17,86.51,5.64,2,2,50.98,57.82,70.03,43.05,2,1,48.06,3,53.8
86.36,85.39,8.28,2,1,71.25,81.73,73.99,56.58,1,0,69.25,2,65
78.59,68.29,6.5,0,4,76.78,58.74,74.59,71.03,1,0,74.78,3,58.6
88.34,58.89,6.4,1,2,68.99,45.02,61.49,51.65,1,2,64.72,1,50.9
68.03,68.26,6.4,0,2,91.03,37.13,77.98,65.78,2,1,69.76,0,53.1
86.38,67.85,7.81,0,1,55.83,71.88,93.48,56.7,3,1,44.48,0,57.1
69.71,77.91,6.73,1,2,70.25,69.18,100,100,1,0,88.4,1,62.5
82.78,71.84,6.34,1,1,86.26,75.81,71.44,31.54,1,0,46.18,4,57.5
60.41,64.71,6.58,2,0,96.73,70.02,67.4,100,1,1,62.11,4,58.3
77.35,85.15,5.21,0,0,66.93,72.6,57.76,43.92,0,0,52.76,1,50.6
55.15,74.54,6.16,2,1,100,74.94,50.9,71.86,1,0,46.6,5,57.2
72.33,77.79,5.76,0,1,71.38,55.51,32.88,45.23,0,1,49.98,4,48.3
79.4,54.03,6.73,0,0,95.46,68,30.83,47.03,1,1,90.22,2,52.3
69.79,46.33,7.66,3,1,64.83,75.63,78.59,62.37,1,1,96.17,3,59.1
64.5,57.19,7.55,4,4,67.69,53.7,53.29,38.26,0,0,70.77,3,56.1
83.46,67.71,8.26,2,1,87.57,41.6,52.78,57.28,3,0,14.65,0,55.7
73.97,79.34,8.03,0,1,82.28,73.21,66.9,64.19,0,0,57.68,1,58.4
70.1,47.24,6.47,4,1,69.74,65.24,84.21,15.55,1,0,29.87,4,53.4
75.42,90.52,7.02,2,0,54.35,88.08,56.74,35.19,0,0,51.13,0,55.3
100,74.88,6.97,0,1,100,77.87,19.49,43.79,2,1,84.13,1,57.9
86.54,87.96,4.85,1,0,65.9,63.24,39.29,100,0,1,82.71,0,53.1
86.63,63.25,5.78,1,4,71.06,47.74,100,42.19,1,0,37.53,3,55.7
79.36,78.54,6.83,2,0,41.12,88.19,94.49,64.29,1,1,73.64,1,59
76.66,73.94,6.83,2,1,61.61,79.73,100,80.56,1,0,73.69,2,62.4
51.04,81.99,7.51,0,1,83.33,87.32,63.7,48.98,1,2,51.29,1,53.5
68.21,70.43,7.46,0,0,67.84,82.46,45.43,45.66,2,2,61.13,3,52.7
70.19,78.21,5.23,2,2,100,49.72,63.06,65.09,2,0,55.79,2,56.3
56.25,85.12,7.52,1,2,74.37,74.92,53.33,42.67,1,1,56.26,3,55.6
63.43,65.84,7.18,0,3,61.12,82.3,97.93,73.72,2,1,86.57,2,59.6
55.19,75.66,7.62,0,2,95.67,69.66,59.78,78.58,1,0,28.12,4,57.1
74.62,52.23,8.07,0,2,100,63.14,100,63.65,1,0,81.62,0,60.5
83.19,80.73,6.86,0,3,90.22,61.02,78.18,80.73,0,0,62.16,2,60.8
86.07,94.5,8.25,2,1,72.03,56.54,93.07,77.41,0,0,82.56,1,66.2
79.15,59.31,6.11,1,0,67.25,66.4,32.69,42.13,1,0,83.97,0,49.7
65.37,71.99,6.05,3,2,45.39,49.22,100,16.25,1,1,97.94,0,53.3
55.68,82.69,7.43,1,3,75.33,40.61,64.59,10.68,0,1,59.81,2,51.2
57.43,73.35,6.63,1,4,75.94,59.75,59.61,72.17,0,0,73.19,2,55.5
62.31,74.82,7.26,0,5,52.9,59.22,45.33,45.18,2,0,48.17,5,54
66.11,68.7,8.99,3,0,71.16,100,38.43,55.22,0,1,75.25,1,59
73.4,68.29,7.39,0,2,86.8,88.46,72.35,80.95,0,0,41.58,1,58.3
64.86,72.05,7.21,1,3,65.77,64.94,44.41,51.39,2,0,61.93,4,55.9
78.39,73.46,6.13,1,2,74.88,67.55,90.41,53.04,1,0,63.14,1,57.5
72.68,60,5.3,0,3,39.86,83.78,58.71,52.75,1,0,53.48,2,49.2
75.11,72.27,6.93,1,2,97.33,67.79,61.63,44.16,2,0,92.69,0,59.3
86.4,90.25,8.07,1,2,59.96,65.17,43.87,50.25,0,0,80.59,2,59.8
63.2,68.39,6.68,1,3,65.55,64.2,78.63,84.38,1,3,50.96,0,51.9
79.19,59.39,7.4,3,5,73.89,65.83,57.82,41.14,1,0,37.84,1,56.8
74.86,71.33,8.43,2,3,67.05,51.25,51.08,66.97,0,0,55.16,0,56.4
71.67,65.14,8.4,2,2,84.41,85.21,46.38,75.34,1,2,39.46,3,58.4
83.85,58.28,7.43,0,1,64.45,64.06,84.69,83.46,2,1,76.92,0,57
83.79,74.53,7.17,1,6,61.31,86.88,66.71,92.27,0,0,65.25,2,62.8
65.54,65.19,5.48,3,2,84,84.2,57.59,55.71,2,0,76,2,57.4
73.18,66.13,6.37,3,1,29.03,75.05,85.75,71.49,0,0,61.35,2,55.3
77.81,74.69,6.72,0,2,50.87,86.5,69.53,65.97,2,1,64.41,0,55.4
72.27,56.14,6.15,0,1,73.64,64.9,66.84,87.3,0,0,24.61,2,50.5
80.85,53.84,7.25,0,2,82.57,59.66,52.86,59.42,2,1,77.53,5,56.7
77.81,80.38,8.91,1,0,82.7,58.28,79,89.7,2,0,30.46,4,63.6
93.33,51.76,8.52,1,2,29.15,69.07,79.93,76.78,0,0,57.52,2,57.5
59.7,62.26,7.24,1,1,62.74,78.46,70.7,51.63,1,0,93.96,0,55
73.78,53.2,7.78,2,1,82.91,73.75,66.94,41.57,1,0,44.59,2,56.2
65.91,67.65,6.27,0,0,54.6,96.76,100,51.59,0,1,79.91,3,55.6
81.04,77.71,8.46,2,3,66.5,75.59,48.1,53.99,0,0,53.17,2,60.1
58.83,74.24,5.44,0,2,76.77,59.74,58.44,36.31,3,0,76.64,0,50.6
78.46,99.31,7.91,1,0,70.98,70.42,47.82,61.3,0,1,38.21,1,56.7
68.7,84.96,7.5,0,2,77.34,81.52,68.52,58.09,1,0,37.34,2,58.1
67.66,62.76,6.24,1,5,67.41,60.9,45.2,30.89,2,0,85.57,2,53.4
60.54,59.83,6.79,0,0,78.54,58.51,58.76,29.18,1,0,43.87,2,48.2
70.35,100,5.87,2,0,78.9,85.22,81.84,69.22,0,0,61.55,3,61.6
85.85,84.69,5.91,2,5,82.81,79.63,43.76,67.39,2,0,100,0,62.7
74.75,79.48,5.41,1,1,81.96,68.56,81.75,49.54,1,0,47.14,2,55.5
81.28,73.82,7.77,2,1,84.78,60.26,42.33,42.35,0,0,77.55,1,57.5
91.65,76.01,8.21,1,2,62.75,63.68,68.59,75.82,3,0,4.83,0,58.5
77.64,56.7,4.84,2,2,63.59,72.46,73.11,42.37,1,0,70.18,2,52.7
69.41,74.73,8.84,0,1,73.03,78.99,86.07,74.69,0,0,62.61,1,60.8
79.67,73.78,6.99,1,4,99.38,83.55,83.05,89.26,1,0,73.57,3,66.6
69.56,63.05,7.29,3,1,73.42,70.62,47.76,78.22,2,0,70.18,1,57.9
69.96,67.08,5.53,1,2,95.17,49.91,70.3,34.55,1,0,58.09,0,51.5
59.8,89.67,8.32,1,1,92.2,89.71,49.09,43.36,2,1,31.49,0,57.2
84.26,71.62,7.2,1,4,92.31,85.74,76.84,50.2,2,0,83.64,0,63.8
71.14,95.78,8.14,0,2,91.19,82.63,85.78,61.79,2,0,55.65,2,65.3
76.82,53.85,8.22,1,2,55.77,88.52,64.11,63.24,2,0,54.98,5,59.9
64.64,67.26,8.33,0,0,53.82,80.33,65.54,39.43,2,2,60.82,0,51.7
79.36,55.98,6.35,0,2,57.09,69.74,63.42,79.63,0,0,74.81,3,54.2
67.38,59.7,6.79,1,1,86.78,51.55,54.38,72.2,1,1,69.75,2,53
73.58,63.89,6.39,2,2,65.85,56.34,51.69,57.25,2,0,69.49,0,53.2
83.78,76.47,7.9,1,2,60.98,62.21,84.46,50.74,1,1,88.43,3,61.3
82.91,75.94,7.33,1,1,63.74,79.69,60.11,66.71,1,0,40.87,1,57.1
74.78,65.53,8.07,0,2,77.18,91.83,67.73,55.11,0,0,62,4,60.2
57.32,48.49,8.11,1,0,59.55,88.77,77,61.27,1,0,68.25,2,55.3
100,89.25,5.27,3,2,62.49,61.2,69.4,64.09,0,0,22.78,4,58.6
92.46,69.86,8.35,1,1,65.44,66.09,51.32,43.41,1,0,26.04,0,55
82.23,60.72,7.95,1,2,83.76,47.72,63.77,100,0,0,77.54,3,60.5
67.47,76.02,6.63,0,3,45.12,93.02,77.08,47.86,0,2,57.47,4,54.1
73.86,75.25,7.35,1,2,70.13,46.17,71.96,48.13,4,1,24.94,4,56
69.57,69.45,6.88,1,5,64.64,65.39,37.99,37.92,2,1,52.87,1,51.9
87.64,74.63,7.62,0,2,79.12,88.78,36.05,55.54,1,1,53.83,2,57.3
77.63,60.29,6.63,1,0,68.29,73.89,50.6,89.79,2,0,71.76,4,57.4
67.16,81.36,7.48,1,5,56.23,76.49,58.79,40.25,1,0,42.47,2,56.5
70.29,62.03,7.07,0,2,100,71.72,51.41,62.8,1,1,64.03,2,55.3
86.21,66.34,6.57,0,4,93.17,41.99,30.09,80.03,0,1,43.84,2,52.2
91,80.14,7.19,2,1,73.69,74.69,37.9,32.52,1,1,100,2,59.3
90.28,86.24,9.71,1,3,78.88,77.26,57.48,63.44,2,0,34.7,3,66.6
82.57,90.44,6.31,1,0,58.83,59.56,98.23,67.19,2,1,53.32,3,59.1
72.47,84.61,6.75,1,0,73.13,79.2,100,85.65,0,0,50.28,0,59.5
42.58,69.44,6.33,2,2,100,61.05,77.45,62.49,3,2,67.16,4,56.3
77.97,56.05,6.44,1,2,88.6,88.62,61.62,67.65,0,0,83.31,2,58.4
74.98,88.46,7.82,2,2,54.16,67.37,65.67,27.91,0,0,55.32,3,58.2
76.4,88.08,7.72,1,3,76.07,76.49,66.74,74.65,2,0,28.34,1,61
75.54,65.61,6.99,1,1,71.23,72.46,70.56,92.66,0,0,95.99,2,59.8
61.74,83.13,8.03,3,2,77.81,78.85,62.27,80.59,3,2,75.62,1,62.4
80.57,69.35,7.79,0,2,96.73,69.63,55.85,54.37,0,0,34.84,1,56.2
81.32,89.51,6.84,3,2,56.36,78.76,99.14,57.32,0,0,36.5,0,60.6
81.82,67.34,5.47,1,1,66.97,78.63,40.31,59.92,1,0,32.24,1,50.3
84.47,94.77,7.83,1,3,53.14,49.66,83.36,99.82,0,2,60.77,2,60.8
81.04,81.65,7.17,0,0,73.22,77.81,29.38,90.27,3,1,78.85,0,57
70.9,92.77,7.02,1,3,71.62,61.2,73.7,44.74,2,2,41.6,2,56.5
74.29,67.9,6.53,0,0,100,65.64,32.11,42.63,0,0,50.21,2,51
75.91,77.46,7.74,1,2,57.23,64.25,100,83.34,2,2,77.65,2,61.3
76.08,62.34,7.35,0,2,83.59,61.92,49.98,55.62,1,1,53.43,0,52.1
84.98,82.28,6.76,0,2,30.68,88.91,67.94,68.97,0,0,65.48,0,55.6
81.44,82.89,5.77,0,1,98.99,47.4,83.87,67.09,1,0,20.69,1,54.8
95.77,99.37,8.07,0,1,70.43,27.12,43.25,89.38,0,0,45.32,1,57.5
97.06,78.3,7.6,1,4,72.09,59.61,67.02,38.9,2,1,48.47,4,61.1
75.8,80.97,7.26,0,0,66.66,65.15,59.25,68.59,1,1,63.6,5,57
40,67.82,4.34,1,5,77.1,55.87,84.86,89.46,2,0,93.31,4,55.4
87.37,78.96,6.96,2,3,61.08,53.76,85.58,100,1,0,61.13,1,61.9
69.6,68.82,6.76,0,1,72.16,78.4,72.03,71.23,0,2,50.72,3,53.5
66.99,74.27,6.38,2,1,90.23,69.7,38.23,45.09,1,1,100,1,55.3
71.02,74.92,7.75,1,0,64.15,100,54.97,57.96,1,0,51.28,1,57.2
70.53,69.12,7.71,0,3,65.45,56.17,63.24,53.47,2,0,70.51,0,55.1
81.12,73.69,7.44,0,1,65.79,73.75,90.16,82.55,0,0,91.54,2,61.7
59.41,68.87,8.04,2,2,84.37,76.34,37.23,71.33,2,0,43.31,3,57.9
64.22,68.82,5.98,2,4,67.72,63.67,59.68,75.9,1,0,57.67,1,54.5
78.43,84.84,6.55,1,2,63.32,51.91,91,62.55,1,0,61.53,4,59.7
81.23,74.93,7.07,0,2,72.69,66.58,60.66,66.9,1,0,60.78,1,56.7
81.42,76.82,6.38,1,1,85.95,76.3,64.87,58.03,0,0,64.07,2,58.1
67.13,56.97,7.73,0,1,50.44,58.03,28.1,57.75,0,2,100,2,48.3
65.22,77.66,6.48,5,3,81.22,64.36,55.8,28.7,1,0,77.41,3,59.9
69.93,78.83,8.3,0,2,75.29,66.09,76.1,61.98,2,0,41.42,1,58.6
77.4,68.62,6.07,0,1,75.95,56.12,48.99,76.53,1,0,89.1,2,54.4
89.85,95.94,9.13,0,3,70.28,87.38,29.97,73.26,2,0,66.44,3,65.9
54.53,47.82,9.03,0,1,70.47,70.41,45.78,64.44,0,0,47.3,2,51.2
72.79,81.63,6.91,2,4,80.56,64.99,90.28,60.06,0,2,79.14,1,60.2
61.67,80.84,8.15,1,1,46.76,80.22,72.35,48.75,0,0,90.58,2,58.3
58.48,78.96,6.6,1,1,57.88,70.29,82.84,54.59,0,0,100,2,56.7
84.67,74.94,8.01,2,2,44.68,86.04,76.97,83.05,1,1,53.08,1,60.7
80.45,79.06,6.82,2,3,97.18,54.84,100,72.2,0,0,68.04,0,62.8
79.49,82.55,5.71,2,3,88.89,77.02,85.38,59.72,2,0,88.1,7,67
84.21,65.02,4,0,4,37.42,67.64,64.27,79.79,2,0,74.12,3,52.1
70.2,76.29,6.73,1,0,75.43,88.15,59.9,90.46,3,2,60.43,2,57.8
70.67,70.98,7.28,2,4,66.71,82.49,74.66,73.34,1,0,77.15,2,62.1
96.86,60.97,8.33,2,2,78.92,72.35,89.27,72.72,1,0,77.83,2,66.3
72.53,80.89,7.04,0,4,75.02,72.49,48.41,45.72,1,2,58.64,1,53.8
82.35,66.79,8,1,2,67.87,66.76,74.05,75.06,0,2,56.96,0,56.2
75.06,56.52,6.55,1,3,69.08,84.99,68.8,60.23,0,0,64.56,0,54.8
56.52,67.07,6.66,1,2,85.27,59.99,71.31,58.08,1,0,87.45,0,54.9
54.55,64.21,8.05,1,2,61.08,67.1,58.92,78.99,0,1,45.81,1,52
69.21,84.31,4.54,2,4,64.24,77.5,76.43,55.57,0,0,62.09,2,55.8
85.56,74.69,7.01,0,1,79.71,56.88,91.19,41.43,1,0,100,4,61.7
82.88,88.21,6.6,1,0,82.84,52.79,72.28,82.88,1,0,47.57,1,58.3
84.14,65.67,8.36,1,2,74.4,81.62,29.31,64.51,0,1,60.04,2,56.9
65.13,82.62,6.47,1,0,62.79,46.46,46.21,46,1,0,94.31,3,53.2
91.16,100,7.52,4,4,44.93,81.96,99.46,60.85,0,1,63.25,3,68.2
65.35,76.92,7.92,1,0,45.55,62.96,41.12,67.52,2,1,51.9,0,51
77.13,82.48,5.51,0,3,66.94,49.83,39.86,43.16,1,0,35.84,2,49.2
74.9,80.63,6.86,0,1,72.49,88.48,53.26,55.6,3,0,80.37,2,59.3
73.26,57.36,6.57,1,3,64.71,41.01,49.66,59.5,0,2,64.87,1,47.9
88.39,79.44,7.95,0,5,54.23,84.77,65.25,20.21,0,1,43.41,0,55.9
67.95,76.37,7.68,2,3,51.91,100,74.25,94.58,0,0,65.6,2,62.6
61.5,70.14,6.77,0,3,72.44,93.55,73.26,93.05,1,0,53.89,2,58.3
75.2,63.28,5.95,1,1,90.35,63.38,55.42,62.9,3,1,50.75,4,55
71,80.63,8.04,2,2,58.82,91.05,54.38,65,1,0,52.4,1,59.6
100,62.3,6.93,2,1,69.63,85.08,58.54,65.56,1,2,67.35,3,59.3
81.77,96.47,5.38,1,2,59.34,55.62,89.9,41.82,1,0,48.98,3,56.9
70.91,74.26,5.47,0,1,79.03,53.38,56.06,70.79,0,0,74.35,3,52.6
64.44,59.54,7.44,3,2,68.12,71.74,72.34,44.19,1,0,86.34,0,57.3
56.2,67.35,5.72,0,2,84.82,76.17,62.53,22.7,2,0,55.24,2,50.9
64.75,69.94,8.86,1,2,71.76,83.62,54.14,58.82,3,1,87.75,2,61.2
76.15,99.54,6.06,0,1,71.8,82.94,81.37,56.82,2,1,74.76,2,60.2
89.27,63.27,7,0,3,57.2,71.34,53,93.21,0,0,63.98,4,57.8
86.22,71.72,7.16,0,1,57.46,60.48,69.75,46.88,3,1,88.84,3,57.7
77.29,67.08,6.27,0,2,76.9,81.67,77.87,55.77,1,3,33.83,2,52.2
71.77,78.49,4.76,0,1,73.45,84.91,73.7,52.99,2,0,41.24,3,53.8
77.69,67.26,7.19,1,2,100,70.11,71.52,48.34,0,0,65.27,1,58.6
69.81,60.47,6.25,1,1,53.55,65.16,66.14,42.71,1,1,60.89,1,49.2
92.18,70.85,7.12,1,1,84.87,60.79,67.34,46.25,1,0,69.41,2,59.2
73.11,69.71,6.88,2,3,71.95,45.79,64.54,64.88,1,1,83.05,3,57.3
74.14,66.49,7.26,1,0,55.39,57.13,54.83,43.42,0,0,70.87,2,52
52.84,67.07,8.56,1,1,29.88,89.69,53.05,100,1,0,81.8,0,55.6
73.05,86.03,6.45,0,4,60.47,68.62,64.74,57.01,1,2,42.66,0,52.2
83.36,69.48,6.53,1,2,62.36,59.1,68.33,100,1,0,64.14,4,59.2
64.32,60.52,5.33,1,0,62.33,67.6,70.18,48.15,1,0,68.33,5,51.7
67.49,67.92,6.8,1,3,83.53,62.5,76.75,24.56,0,1,50.51,1,52.7
82.93,73.6,7.41,1,3,63.13,74.6,42.23,70.17,0,0,85.93,4,60.1
60.23,58.3,6.52,3,2,74.09,62.69,72.14,47.46,1,0,95.82,2,56.6
85.58,90.89,7.42,1,1,49.09,67.24,71.3,42.89,0,1,51.36,0,55.3
69.68,82.54,6.82,1,2,75.83,37.45,71.58,26.67,0,0,59.98,0,52.3
71.11,88.73,5.7,1,0,50.51,53.25,73.5,53.73,1,0,69.98,0,52.1
63.76,77.31,7.31,4,1,80.14,72.64,50.15,85.98,1,0,77.85,2,61.6
78.78,49.97,6.79,1,2,84.5,65.76,69.28,63.52,2,1,58.07,4,56.5
99.6,89.89,7.12,0,1,47.51,76.75,69.66,57.62,1,0,56.01,2,59.6
82.81,63.5,6.43,1,1,98.85,71.75,31.16,54.12,0,0,74.6,0,54
66.36,64.4,6.34,0,0,63.18,89.06,93.27,88.94,3,0,25.26,0,54.6
86.36,74.72,7.16,2,2,75.43,24.42,47.27,55.81,2,1,51.2,3,54.9
71.83,88.16,6.77,1,6,81.47,67.1,69.6,41.34,0,0,99.81,4,63.3
88.74,84.59,8.72,0,4,59.89,77.61,22.78,55.14,0,1,27.27,0,54.7
83.07,82.97,7.8,0,0,59.49,69.2,86.66,62.59,1,2,61.03,3,58.4
45.57,69.57,7.55,2,2,63.64,64.11,53.04,49.63,1,2,44.85,1,49.3
64.96,69.4,6.82,0,2,76.86,61.42,56.7,15.83,3,1,46.47,1,50.1
84.44,76.81,4.97,2,2,78.76,58.35,45.25,53.97,1,1,77.73,1,53.5
76.52,71.57,6.19,0,0,90.93,61.4,55.11,73.06,0,1,49.7,1,51.7
64.76,82.78,6.35,2,1,88.65,54.23,67.51,49.44,3,1,75.68,3,58.2
68.66,82.13,6.73,1,2,88.46,64.01,96.11,49.59,2,1,59.17,3,60.2
55.94,79.5,6.97,2,4,83.11,55.5,82.55,77.34,2,0,93.49,4,63.6
74.12,45.21,7.66,3,1,81.96,84.46,81.92,75.04,1,2,77.01,2,59.7
97.11,74.41,7.27,0,3,63.95,55.09,41.08,53.54,0,1,81.39,2,55.7
83.05,71.8,8.16,0,2,61.69,91.6,69.54,50.53,2,0,33.55,4,60.3
96.9,74.85,6.69,1,2,46.86,82.31,56.46,29.38,0,3,83.25,2,54.2
83.82,64.7,7.26,0,2,90.98,85.68,42.89,64,0,1,49.11,2,55.8
85.27,58.43,7.34,4,2,70.71,67.53,52.17,52.93,1,0,70.69,4,60.6
94.74,78.09,7.25,0,4,75.01,50.97,65.4,96.55,1,0,26.88,1,58.8
78.77,69.08,8.28,1,0,27.81,42.5,57.52,72.7,0,1,64.35,1,51
73.13,79.32,7.8,0,2,60.12,80.58,71.21,82.9,0,0,78.01,3,60.9
85.33,65.62,5.68,1,2,84.6,66.55,40.03,41.31,2,1,53.48,0,51.2
89.54,88.58,6.89,1,0,74.96,61.28,100,67.7,2,1,54.96,0,60.6
70.2,84.01,6.99,0,3,60.08,77.85,69.43,60.93,0,0,83.17,1,57.8
67.78,76.27,9.15,2,1,68.24,100,55.37,49.41,1,0,0,0,57.2
76.39,70.65,6.67,1,1,99.68,68.58,58.55,52.15,0,2,57.16,2,54.5
83.31,82.38,6.02,1,1,66.47,84.61,36.18,19.78,1,0,100,3,56.6
82.98,77.32,7.44,0,3,71.82,65.65,34.25,84.12,0,2,91.26,3,57.3
60.76,75.62,7.5,1,2,69.9,82.49,61.2,26.19,1,0,100,2,58.1
94.12,84.47,6.93,4,1,73.12,69.51,69.27,61.94,2,2,52,4,63.2
68.59,88.69,6.78,1,0,88.06,81.6,39.22,72.76,1,0,62.93,1,57.4
72.35,59.22,7.95,0,0,100,77.32,47.02,85.02,1,0,89.86,3,60.1
65.97,61.45,6.15,0,4,92.15,58.37,67.48,93.11,1,0,32.2,3,54.8
100,64.42,6.66,2,2,73.5,47.23,43.8,73.03,2,0,60.55,1,57
77.42,56.47,6.48,2,2,87.89,34.2,82.99,66.79,1,0,94.84,3,58.6
66.49,72.31,8.09,0,3,47.59,74.22,71.03,91.17,0,0,61.46,0,56.4
83.64,79.6,7.29,0,3,69.73,88.26,56.15,51.83,1,0,86.85,4,62.2
82.69,72.76,5.94,0,2,59.5,76.83,67.92,47.49,2,1,58.58,4,55.2
73.12,67.12,6.04,2,3,61.46,88.72,48.09,61.11,0,0,61.97,0,53.8
83.41,85.39,8.87,0,1,84.41,93.07,48.24,43.66,0,0,50.44,3,61.8
66.75,74.55,8.08,2,2,90.5,75.66,94.22,44.72,1,0,72.34,2,63.7
70.07,76.77,7.84,2,3,50.04,34.55,98.34,68.99,0,0,48.43,1,56.8
54.9,85.7,7.01,1,1,67.36,50.5,56.36,58.81,0,0,71.81,2,53.4
61.76,71.64,8.51,1,2,60.23,57.83,65.23,47.93,0,0,73.82,3,56.6
93.08,95.66,5.9,1,0,80.02,47.22,56.51,61.66,1,1,61.06,2,56.5
91.41,68.07,7.75,1,2,86.67,43.23,87.6,67.73,3,0,53.42,1,61.6
75.66,94.98,6.56,3,0,100,67.44,100,49.39,2,0,67.29,3,66.2
91.63,62.28,6.75,2,0,87.96,50.52,53.17,71.11,1,0,46.8,4,57.3
73.4,78.69,7.73,2,2,87.18,56.08,40.19,57.7,1,1,69.74,1,57.1
72.57,65.93,6.86,1,5,54.98,72.12,83.14,75.12,0,0,58.14,2,57.7
75.57,85.32,6.57,0,1,59.87,54.95,79.12,64.38,1,2,67.42,3,54.8
73.75,67.74,6.5,0,2,70.84,68.99,90.64,22.21,1,0,66.34,4,56.2
72.85,76.2,5.01,0,3,100,63.87,69.31,72.08,2,1,71.3,3,57
86.43,65.84,7.76,0,2,71.15,84.12,23.75,72.49,2,0,45.17,0,55.1
76.5,83.31,5.99,0,0,91.47,58.3,41.24,37.04,2,0,26.6,3,51.7
82.12,65.79,8.86,1,6,63.72,47.67,100,51.72,0,0,66.94,2,62.4
85.31,91.52,6.71,0,2,69.65,63.25,63.86,50.93,2,0,68.75,2,59.2
78.88,62.04,8.31,1,0,69.68,100,47.58,46.07,1,1,68.47,3,58.1
65.3,58.2,5.19,3,2,62.6,91.04,26.97,32.3,1,0,43.93,0,47.5
61.47,83.47,7.73,1,1,80.31,92.7,74.6,74.55,0,1,59.02,4,61.3
76.49,66.49,7.99,0,3,50.59,74.3,66.3,70.19,0,1,52.76,1,54.6
73.29,72.92,8.3,1,6,42.58,70.85,40.36,77.72,0,0,87.61,1,58.5
75.87,69.46,5.47,2,2,66.07,52.91,46.29,57.11,1,0,54.19,2,51.4
74.84,58.56,6.3,1,4,78.26,74.88,49.06,83.34,0,0,42.88,2,54.5
100,72.15,7.58,2,3,58.6,47.64,74.02,30.41,0,0,41.44,0,56.2
61.7,86.91,7.15,1,2,100,65.12,98.91,68.26,1,1,75.01,2,62.6
55.1,84.03,7.29,1,1,69.97,74.09,58.01,79.79,2,0,47.77,2,56.8
78.32,75.55,6.64,0,2,71.16,58.95,97.69,41.55,1,2,61.1,1,54.6
71.24,85.23,8.55,1,0,54.97,74.49,64.71,51.42,0,0,71.5,3,59.4
78.16,61.35,9.61,1,2,79.43,60.03,48.6,33.13,0,1,56.6,0,55.1
80.84,69.42,7.1,1,3,85.38,28.95,92.68,75.34,1,0,75.82,3,60.6
87.84,77.35,7.45,0,3,72.98,79.5,74.53,42.43,1,1,100,4,63
59.93,71.57,7.06,2,2,74.71,77.48,91.88,60.05,2,0,75.38,1,60.4
69.43,70.28,8.28,0,2,73.65,59,72.54,51,3,0,69.08,2,58.9
79.29,59.79,7.83,2,2,56.46,66.69,100,41.19,0,0,59.1,1,57.8
82.7,50.11,5.93,2,1,91.62,100,70.5,53.76,0,1,51.26,4,57.2
96.93,82,6.39,1,1,65.32,78.69,75.29,66.34,1,0,36.53,4,60.6
84.56,75.68,5.99,1,3,95.91,58.74,50.61,61.96,0,1,79.28,4,58.2
74.43,82.92,9.69,2,0,51.9,73.27,84.12,33.8,0,1,77.63,1,61
66.1,68.19,7.64,2,2,83.6,76.75,62.31,67.77,4,1,69.31,2,60.9
69.36,65.16,6.4,1,1,72.79,63.2,79.05,66.81,1,1,80.22,0,54.1
69.07,73.07,6.32,0,4,71.38,65.49,93.91,81.41,2,0,38.58,2,57.7
81.55,82.4,7.81,0,2,61.13,41.86,66.26,37.77,0,0,67.3,1,54.8
77.57,70.45,7.9,3,3,80.05,65.63,78.9,80.99,0,1,89.13,2,64
61.76,81.82,7.8,2,4,78.04,48.73,93.23,44.03,0,0,60.35,2,59.9
